Postion reports are stored here
1701216120||username||48.5441||-123.0519||1069||82
1701216139||username||48.5424||-123.065||909||109
1701216159||username||48.5358||-123.0757||1164||111
1701216160||username||48.5355||-123.0763||1178||110
1701216179||username||48.5274||-123.0805||1170||128
1701216199||username||48.5236||-123.0643||911||129
1701216219||username||48.5211||-123.05||806||104
1701216239||username||48.5178||-123.0362||457||108
1701216239||username||48.5178||-123.0361||454||108
1701216239||username||48.5178||-123.0359||451||108
1701216239||username||48.5177||-123.0358||448||108
1701216240||username||48.5177||-123.0356||445||108
1701216259||username||48.5122||-123.0275||428||91
1701216259||username||48.5121||-123.0275||424||91
1701216259||username||48.512||-123.0274||421||92
1701216259||username||48.5119||-123.0273||418||92
1701216260||username||48.5118||-123.0273||414||92
1701216279||username||48.5039||-123.0236||438||89
1701216279||username||48.5039||-123.0236||439||89
1701216279||username||48.5038||-123.0236||441||89
1701216280||username||48.5037||-123.0235||442||89
1701216299||username||48.4959||-123.0227||474||92
1701216299||username||48.4959||-123.0227||473||92
1701216299||username||48.4958||-123.0226||473||92
1701216299||username||48.4957||-123.0226||472||92
1701216300||username||48.4956||-123.0226||472||92
1701216319||username||48.4877||-123.02||500||90
1701216319||username||48.4876||-123.0199||501||90
1701216319||username||48.4875||-123.0199||501||90
1701216319||username||48.4875||-123.0199||501||90
1701216320||username||48.4874||-123.0198||501||90
1701216339||username||48.4803||-123.0148||566||86
1701216359||username||48.484||-123.0049||500||96
1701216379||username||48.4907||-123.0003||439||103
1701216379||username||48.4908||-123.0003||432||104
1701216379||username||48.4909||-123.0003||426||104
1701216379||username||48.491||-123.0003||420||105
1701216380||username||48.4911||-123.0003||414||105
1701216399||username||48.4999||-122.998||384||93
1701216399||username||48.5||-122.9979||383||93
1701216399||username||48.5001||-122.9979||381||93
1701216399||username||48.5002||-122.9978||379||93
1701216400||username||48.5002||-122.9978||378||93
1701216419||username||48.5086||-122.9985||86||105
1701216419||username||48.5086||-122.9985||81||105
1701216419||username||48.5087||-122.9986||76||105
1701216419||username||48.5088||-122.9987||71||105
1701216420||username||48.5089||-122.9988||67||105
1701216439||username||48.5104||-123.0005||4||0
1701216460||username||48.5103||-123.0005||2||0
1701216480||username||48.5103||-123.0005||2||0
1701216500||username||48.5103||-123.0005||2||0
1701216520||username||48.5103||-123.0005||2||0
1701216539||username||48.5103||-123.0005||2||0
1701216540||username||48.5103||-123.0005||2||0
1701216559||username||48.5103||-123.0005||2||0
1701216579||username||48.5103||-123.0005||2||0
1701216599||username||48.5103||-123.0005||2||0
1701216619||username||48.5103||-123.0005||2||0
1701216639||username||48.5103||-123.0005||2||0
1701216659||username||48.5103||-123.0005||2||0
1701216679||username||48.5103||-123.0005||2||0
1701216699||username||48.5103||-123.0005||2||0
1701216719||username||48.5103||-123.0005||2||0
1701216739||username||48.5103||-123.0005||2||0
1701216759||username||48.5103||-123.0005||2||0
1701216779||username||48.5103||-123.0005||2||0
1701216799||username||48.5103||-123.0005||2||0
1701216819||username||48.5103||-123.0005||2||0
1701216839||username||48.5103||-123.0005||2||0
1701216859||username||48.5103||-123.0005||2||0
1701216879||username||48.5103||-123.0005||2||0
1701216899||username||48.5103||-123.0005||2||0
1701216919||username||48.5103||-123.0005||2||0
1701216939||username||48.5103||-123.0005||2||0
1701216959||username||48.5103||-123.0005||2||0
1701216979||username||48.5103||-123.0005||2||0
1701216999||username||48.5103||-123.0005||2||0
1701217019||username||48.5103||-123.0005||2||0
1701217039||username||48.5103||-123.0005||2||0
1701217059||username||48.5103||-123.0005||2||0
1701217079||username||48.5103||-123.0005||2||0
1701217099||username||48.5103||-123.0005||2||0
1701217119||username||48.5103||-123.0005||2||0
1701217139||username||48.5103||-123.0005||2||0
1701217159||username||48.5103||-123.0005||2||0
1701217179||username||48.5103||-123.0005||2||0
1701217199||username||48.5103||-123.0005||2||0
1701217219||username||48.5103||-123.0005||2||0
1701217239||username||48.5103||-123.0005||2||0
1701217259||username||48.5103||-123.0005||2||0
1701217279||username||48.5103||-123.0005||2||0
1701217299||username||48.5103||-123.0005||2||0
1701217319||username||48.5103||-123.0005||2||0
1701217339||username||48.5103||-123.0005||2||0
1701217360||username||48.5103||-123.0005||2||0
1701217380||username||48.5103||-123.0005||2||0
1701217400||username||48.5103||-123.0005||2||0
1701217420||username||48.5103||-123.0005||2||0
1701217440||username||48.5103||-123.0005||2||0
1701279601||username||37.9516||-107.8983||9064||0
1701279602||username||37.9516||-107.8983||9064||0
1701279622||username||37.9516||-107.8983||9064||0
1701279622||username||37.9516||-107.8983||9064||0
1701279642||username||37.9516||-107.8983||9064||0
1701279662||username||37.9516||-107.8984||9063||9
1701279682||username||37.9524||-107.9022||9039||58
1701279702||username||37.9543||-107.9109||9032||88
1701279722||username||37.9557||-107.9204||9211||82
1701279742||username||37.9508||-107.9265||9156||106
1701279762||username||37.9455||-107.9175||9229||108
1701279782||username||37.9433||-107.9059||9447||96
1701279802||username||37.9429||-107.8956||9576||99
1701279822||username||37.9449||-107.8855||9762||95
1701279842||username||37.9471||-107.8752||9955||89
1701279862||username||37.9532||-107.8752||9948||96
1701279882||username||37.9495||-107.8826||10005||77
1701279902||username||37.9492||-107.891||9750||75
1701279922||username||37.9519||-107.8994||9381||82
1701279922||username||37.9519||-107.8995||9376||82
1701279922||username||37.952||-107.8996||9370||82
1701279922||username||37.952||-107.8997||9365||82
1701279922||username||37.952||-107.8998||9359||82
1701279942||username||37.9538||-107.909||9027||80
1701279942||username||37.9539||-107.909||9025||80
1701279942||username||37.9539||-107.9091||9023||79
1701279942||username||37.9539||-107.9092||9021||79
1701279942||username||37.9539||-107.9093||9020||79
1701279961||username||37.955||-107.9147||9022||6
1701279981||username||37.9551||-107.9149||9023||0
1701280001||username||37.9551||-107.9149||9023||0
1701280021||username||37.9551||-107.9149||9023||0
1701280041||username||37.9551||-107.9149||9023||0
1701280061||username||37.9551||-107.9149||9023||0
1701280081||username||37.9551||-107.9149||9023||0
1701280101||username||37.9551||-107.9149||9023||0
1701280121||username||37.9551||-107.9149||9023||0
1701280141||username||37.9551||-107.9149||9023||0
1701280161||username||37.9551||-107.9149||9023||0
1701280181||username||37.9551||-107.9149||9023||0
1701280201||username||37.9551||-107.9149||9023||0
1701280221||username||37.9551||-107.9149||9023||0
1701280241||username||37.9551||-107.9149||9023||0
1701280261||username||37.9551||-107.9149||9023||0
1701280281||username||37.9551||-107.9149||9023||0
1701280301||username||37.9551||-107.9149||9023||0
1701280322||username||37.9551||-107.9149||9023||0
1701280342||username||37.9551||-107.9149||9023||0
1701280362||username||37.9551||-107.9149||9023||0
1701280382||username||37.9551||-107.9149||9023||0
1701280402||username||37.9551||-107.9149||9023||0
1701280422||username||37.9551||-107.9149||9023||0
1701280442||username||37.9551||-107.9149||9023||0
1701280462||username||37.9551||-107.9149||9023||0
1701280482||username||37.9551||-107.9149||9023||0
1701280502||username||37.9551||-107.9149||9023||0
1701280522||username||37.9551||-107.9149||9023||0
1701280542||username||37.9551||-107.9149||9023||0
1701280562||username||37.9551||-107.9149||9023||0
1701280582||username||37.9551||-107.9149||9023||0
1701280602||username||37.9551||-107.9149||9023||0
1701280719||username||37.9551||-107.9149||9023||0
1701280720||username||37.9551||-107.9149||9023||0
1701280740||username||37.9551||-107.9149||9023||0
1701280760||username||37.9551||-107.915||9023||1
1701280780||username||37.9552||-107.9153||9025||4
1701280800||username||37.9551||-107.9152||9024||17
1701280820||username||37.9545||-107.9118||9017||49
1701280840||username||37.9529||-107.9043||9027||79
1701280860||username||37.9516||-107.8949||9170||81
1701280880||username||37.9515||-107.8946||9073||0
1701280900||username||37.9515||-107.8946||9073||0
1701280920||username||37.9515||-107.8946||9072||0
1701280940||username||37.9515||-107.8946||9072||0
1701312979||myusername||37.9516||-107.8983||9063||0
1701312980||myusername||37.9516||-107.8983||9063||0
1701313000||myusername||37.9516||-107.8984||9062||10
1701313020||myusername||37.9533||-107.9063||9016||128
1701313040||myusername||37.9576||-107.9247||9508||182
1701313060||myusername||37.957||-107.9451||10922||193
1701313080||myusername||37.9395||-107.9499||11866||220
1701313100||myusername||37.9345||-107.9278||13532||207
1701313120||myusername||37.9402||-107.9065||15408||174
1701313140||myusername||37.9384||-107.8848||16175||216
1701313160||myusername||37.9342||-107.8604||17642||175
1701313180||myusername||37.9377||-107.8419||17411||193
1701313199||myusername||37.9548||-107.8301||16422||237
1701313200||myusername||37.9559||-107.8302||16454||235
1701313219||myusername||37.9719||-107.8431||16463||219
1701313239||myusername||37.9804||-107.8645||16553||185
1701313259||myusername||37.9864||-107.8853||15796||204
1701313279||myusername||37.9927||-107.9082||15420||197
1701313299||myusername||37.999||-107.9287||15108||189
1701313319||myusername||38.0069||-107.9494||14416||204
1701313339||myusername||38.0161||-107.9691||14336||182
1701313359||myusername||38.0272||-107.9865||13586||199
1701313379||myusername||38.0357||-108.0063||13079||195
1701313399||myusername||38.0277||-108.0263||12323||202
1701313419||myusername||38.0095||-108.024||11677||206
1701313439||myusername||37.996||-108.0163||11852||139
1701313459||myusername||37.982||-108.0099||10322||174
1701313479||myusername||37.97||-107.9996||9958||147
1701313500||myusername||37.966||-107.9838||9664||149
1701313520||myusername||37.9657||-107.9648||9796||163
1701313539||myusername||37.9644||-107.9471||9890||145
1701313560||myusername||37.9576||-107.9314||9215||157
1701313579||myusername||37.9557||-107.9154||9045||95
1701313579||myusername||37.9557||-107.9153||9045||93
1701313580||myusername||37.9557||-107.9152||9045||91
1701313580||myusername||37.9557||-107.9151||9044||89
1701313580||myusername||37.9556||-107.915||9042||88
1701313600||myusername||37.956||-107.911||8875||39
1701313620||myusername||37.9567||-107.9096||8866||0
1701313640||myusername||37.9567||-107.9096||8866||0
1701313660||myusername||37.9567||-107.9096||8866||0
1701313680||myusername||37.9567||-107.9096||8866||0
1701313700||myusername||37.9567||-107.9096||8866||0
1701313720||myusername||37.9567||-107.9096||8866||0
1701313740||myusername||37.9567||-107.9096||8866||0
1701313760||myusername||37.9567||-107.9096||8866||0
1701313780||myusername||37.9567||-107.9096||8866||0
1701313800||myusername||37.9567||-107.9096||8866||0
1701553148||username||40.6286||-73.7729||16||0
1701553149||username||40.6286||-73.7729||16||0
1701553169||username||40.6286||-73.7729||16||0
1701553189||username||40.6286||-73.7729||16||0
1701553209||username||40.6286||-73.7729||16||0
1701553228||username||40.6286||-73.7729||16||0
1701553248||username||40.6285||-73.7729||16||0
1701553268||username||40.6285||-73.7729||16||0
1701553288||username||40.6285||-73.7729||16||0
1701553308||username||40.6285||-73.7729||16||0
1701553328||username||40.6285||-73.7729||16||0
1701553348||username||40.6285||-73.7729||16||0
1701553368||username||40.6285||-73.7729||16||0
1701553388||username||40.6285||-73.7729||16||0
1701553408||username||40.6285||-73.7729||16||0
1701553428||username||40.6285||-73.7729||16||0
1701553448||username||40.6285||-73.7729||16||0
1701553468||username||40.6285||-73.7729||16||0
1701553488||username||40.6285||-73.7729||16||0
1701553508||username||40.6285||-73.7729||16||0
1701553528||username||40.6285||-73.7729||16||0
1701553548||username||40.6285||-73.7729||16||0
1701553568||username||40.6285||-73.7729||16||0
1701553588||username||40.6285||-73.7729||16||0
1701553608||username||40.6285||-73.7729||16||0
1701553628||username||40.6285||-73.7729||16||0
1701553648||username||40.6285||-73.7729||16||0
1701553668||username||40.6285||-73.7729||16||0
1701553688||username||40.6285||-73.7729||16||0
1701553708||username||40.6285||-73.7729||16||0
1701553728||username||40.6285||-73.7729||16||0
1701553748||username||40.6285||-73.7729||16||0
1701553768||username||40.6285||-73.7729||16||0
1701553788||username||40.6285||-73.7729||16||0
1701553808||username||40.6306||-73.7776||20||117
1701553828||username||40.6387||-73.7956||297||202
1701553848||username||40.6486||-73.8154||2402||181
1701553868||username||40.6592||-73.8312||4061||175
1701553888||username||40.6769||-73.8411||3600||236
1701553908||username||40.6957||-73.8324||4731||206
1701553928||username||40.7022||-73.812||5488||174
1701553948||username||40.6938||-73.7965||5998||151
1701553968||username||40.6804||-73.8003||6028||164
1701553988||username||40.6645||-73.7976||5097||210
1701554008||username||40.6404||-73.7968||3501||277
1701554029||username||40.6215||-73.8115||4677||213
1701554049||username||40.607||-73.8255||5388||178
1701554069||username||40.5956||-73.839||5771||164
1701554089||username||40.5872||-73.8549||6070||155
1701554109||username||40.5945||-73.8691||6414||146
1701554129||username||40.6067||-73.8649||6666||145
1701554149||username||40.6073||-73.8485||6884||143
1701554169||username||40.5958||-73.843||7107||137
1701554189||username||40.5898||-73.8551||7330||125
1701554209||username||40.5976||-73.8636||7408||112
1701554229||username||40.6057||-73.8539||6603||142
1701554249||username||40.604||-73.8351||4829||165
1701554269||username||40.5921||-73.8239||3081||163
1701554289||username||40.5767||-73.8218||447||176
1701554308||username||40.5717||-73.8241||1||12
1701554328||username||40.5709||-73.823||1||12
1701554348||username||40.5705||-73.8224||1||5
1701554368||username||40.5701||-73.8219||1||5
1701554388||username||40.5698||-73.8214||1||5
1701554409||username||40.5695||-73.821||1||5
1701554429||username||40.5692||-73.8205||1||5
1701554449||username||40.5689||-73.8201||1||5
1701554469||username||40.5686||-73.8196||1||5
1701554489||username||40.5683||-73.8192||1||5
1701554509||username||40.5681||-73.8189||1||5
1701554529||username||0.0004||0.014||3||0
1701555568||username||40.7019||-74.1664||10||0
1701555569||username||40.7019||-74.1664||10||0
1701555599||newuser||40.7019||-74.1664||10||0
1701555600||newuser||40.7019||-74.1664||10||0
1701555619||newuser||40.7019||-74.1671||11||45
1701555639||newuser||40.7029||-74.1812||280||158
1701555659||newuser||40.7006||-74.1983||2186||158
1701555679||newuser||40.6864||-74.1926||3134||224
1701555699||newuser||40.6929||-74.1725||5122||167
1701555719||newuser||40.6963||-74.1497||5047||218
1701555739||newuser||40.6903||-74.1309||5833||160
1701555759||newuser||40.6798||-74.1145||5364||171
1701555779||newuser||40.6709||-74.0992||5096||160
1701555799||newuser||40.6644||-74.0804||4119||171
1701555819||newuser||40.6624||-74.0595||3158||170
1701555839||newuser||40.6621||-74.0395||2604||163
1701555859||newuser||40.6616||-74.0194||1918||164
1701555879||newuser||40.6604||-73.9997||1343||162
1701555899||newuser||40.6577||-73.9786||1093||176
1701555919||newuser||40.6535||-73.9591||1561||166
1701555939||newuser||40.6488||-73.9401||1454||164
1701555959||newuser||40.6435||-73.9211||1150||168
1701555979||newuser||40.6385||-73.9003||1508||175
1701555999||newuser||40.6371||-73.8806||2302||153
1701556019||newuser||40.6398||-73.8616||1682||161
1701556039||newuser||40.6476||-73.8458||883||144
1701556059||newuser||40.653||-73.8325||473||121
1701556059||newuser||40.6531||-73.8324||465||121
1701556059||newuser||40.6531||-73.8322||457||122
1701556060||newuser||40.6531||-73.8321||449||122
1701556060||newuser||40.6531||-73.8319||442||122
1701556079||newuser||40.6499||-73.8194||96||109
1701556079||newuser||40.6498||-73.8193||94||109
1701556079||newuser||40.6498||-73.8191||92||109
1701556080||newuser||40.6497||-73.819||90||109
1701556080||newuser||40.6497||-73.8189||88||109
1701556099||newuser||40.645||-73.8095||17||81
1701556099||newuser||40.645||-73.8094||17||81
1701556099||newuser||40.645||-73.8093||17||81
1701556100||newuser||40.6449||-73.8092||17||80
1701556120||newuser||40.6411||-73.8007||16||76
1701556140||newuser||40.6382||-73.7939||14||53
1701556160||newuser||40.6375||-73.7899||15||27
1701556180||newuser||40.6379||-73.7885||15||24
1701556200||newuser||40.6369||-73.7856||15||26
1701556220||newuser||40.638||-73.7864||15||1
1701556240||newuser||40.6377||-73.7856||15||28
1701556260||newuser||40.6371||-73.7842||15||31
1701556280||newuser||40.6374||-73.7848||15||0
1701556300||newuser||40.6374||-73.7849||15||0
1701556320||newuser||40.6374||-73.7849||15||0
1701556340||newuser||40.6374||-73.7849||15||0
1701556359||newuser||40.6374||-73.7849||15||0
1701556379||newuser||40.6374||-73.7849||15||0
1701556399||newuser||40.6374||-73.7849||15||0
1701556419||newuser||40.6374||-73.7849||15||0
1701556439||newuser||40.6374||-73.7849||15||0
1701556459||newuser||40.6374||-73.7849||15||0
1701819309||newuser||14.0676||-87.2148||3240||0
1701819310||newuser||14.0676||-87.2148||3240||0
1701819330||newuser||14.0676||-87.2148||3240||0
1701819350||newuser||14.0676||-87.2148||3240||0
1701819370||newuser||14.067||-87.215||3241||44
1701819390||newuser||14.0573||-87.2187||3302||169
1701819410||newuser||14.0403||-87.2256||3954||223
1701819430||newuser||14.0215||-87.2376||5002||252
1701819450||newuser||14.0252||-87.2555||6856||244
1701819470||newuser||14.0507||-87.2512||5643||333
1701819490||newuser||14.0798||-87.2405||5463||347
1701819510||newuser||14.103||-87.2486||8623||209
1701819530||newuser||14.1118||-87.2618||9427||137
1701819550||newuser||14.1183||-87.2725||8988||141
1701819589||newuser||14.1308||-87.2978||7373||144
1701819609||newuser||14.1429||-87.2983||7059||138
1701819629||newuser||14.1546||-87.2962||7048||114
1701819649||newuser||14.1651||-87.2887||5664||190
1701819669||newuser||14.1735||-87.2733||5932||189
1701819689||newuser||14.166||-87.2567||5883||196
1701819709||newuser||14.1564||-87.2453||6005||147
1701819729||newuser||14.1453||-87.2347||4910||168
1701819749||newuser||14.1333||-87.2264||4472||153
1701819749||newuser||14.1332||-87.2264||4467||153
1701819749||newuser||14.133||-87.2263||4462||153
1701819750||newuser||14.1329||-87.2262||4457||153
1701819750||newuser||14.1328||-87.2262||4452||153
1701819769||newuser||14.1211||-87.2197||4127||142
1701819769||newuser||14.121||-87.2196||4124||142
1701819770||newuser||14.1209||-87.2196||4121||141
1701819770||newuser||14.1208||-87.2195||4118||141
1701819770||newuser||14.1207||-87.2194||4115||141
1701819789||newuser||14.1105||-87.2114||3523||148
1701819789||newuser||14.1104||-87.2113||3517||147
1701819789||newuser||14.1103||-87.2113||3513||147
1701819790||newuser||14.1102||-87.2112||3509||147
1701819790||newuser||14.1101||-87.2111||3505||146
1701819809||newuser||14.099||-87.2069||3230||120
1701819809||newuser||14.0989||-87.2069||3231||119
1701819809||newuser||14.0988||-87.2069||3233||118
1701819810||newuser||14.0987||-87.2069||3236||118
1701819810||newuser||14.0986||-87.2068||3238||117
1701819829||newuser||14.0903||-87.2052||3085||15
1701819850||newuser||14.0903||-87.2052||3067||0
1701819870||newuser||14.0903||-87.2052||3067||0
1701819890||newuser||14.0903||-87.2052||3067||0
1701819910||newuser||14.0903||-87.2052||3067||0
1701819930||newuser||14.0903||-87.2052||3067||0
1701819950||newuser||14.0903||-87.2052||3067||0
1701819970||newuser||14.0903||-87.2052||3067||0
1701819990||newuser||14.0903||-87.2052||3067||0
1701820010||newuser||14.0903||-87.2052||3067||0
1701820030||newuser||14.0903||-87.2052||3067||0
1701820050||newuser||14.0903||-87.2052||3067||0
1701820070||newuser||14.0903||-87.2052||3067||0
1701820090||newuser||0.0004||0.014||3||0
1701820110||newuser||0.0004||0.014||3||0
