1418301942||VV124||heliumP3||cdac93fe83||1.0.0.0||Boeing T-45C 165493||30.3584||-87.3196||29.8340||-90.0255||KNPA||KNBG||144.2||146.6||17:21:29||17:21:57||17:42:54||17:45:19||0.38||2079.1||1583.8||495.3||Day||VFR||137.0||-236.0||11299||Flight to New Orleans NAS||0||0||0||3||1173||0||0||0||0.0||report_VV124_7afaeed3.html
1418316232||FDX12||heliumP3||cdac93fe83||1.1.0.16||PMDG MD-11F Fedex N525FE||35.0603||-89.9823||41.9672||-87.8830||KMEM||KORD||426.0||460.7||20:00:08||20:02:23||21:15:24||21:42:51||1.70||70609.5||43327.0||27282.5||Day||VFR||160.0||-236.0||440731||Good flight to Chicago using fsACARS||0||0||0||0||0||0||0||0||0.0||report_FDX12_b52b33c6.html
